V1,V2,V3,V4,V5,V6
-5.447500000000023157e-02,-2.983333333333318405e-02,2.391666666666888985e-03,2.132500000000026735e-02,3.225000000000116662e-03,4.753333333333347593e-02
-4.202500000000005537e-02,-2.155833333333321417e-02,2.241666666666884689e-03,2.543333333333336332e-02,1.997500000000006215e-02,4.755833333333347318e-02
-3.374166666666675307e-02,-1.743333333333345336e-02,1.042500000000018759e-02,3.373333333333378148e-02,4.091666666666643470e-02,5.175833333333323960e-02
-2.545833333333345078e-02,-4.983333333333270221e-03,2.278333333333325272e-02,4.204166666666663693e-02,4.519166666666708798e-02,5.600000000000011219e-02
-1.301666666666660872e-02,-8.583333333335024795e-04,1.430833333333328405e-02,2.535000000000003223e-02,2.030000000000005411e-02,3.525833333333329433e-02
3.599999999999999034e-03,-9.000000000001714962e-04,5.841666666666647800e-03,4.475000000000325939e-03,-1.293333333333315793e-02,1.033333333333338530e-02
1.605833333333351459e-02,-5.108333333333270332e-03,-2.624999999999991923e-03,-1.223333333333294880e-02,-3.363333333333375086e-02,-1.043333333333342806e-02
2.849999999999991429e-02,-5.158333333333264825e-03,-6.933333333333530774e-03,-1.644166666666693408e-02,-4.184999999999994280e-02,-2.704166666666670341e-02
3.261666666666678677e-02,-1.041666666666843377e-03,-1.540833333333349944e-02,-2.897499999999955667e-02,-4.593333333333304846e-02,-3.532500000000000223e-02
4.090833333333342842e-02,3.075000000000036038e-03,-1.970833333333326179e-02,-3.318333333333354368e-02,-5.835833333333323436e-02,-4.361666666666664388e-02
3.669999999999988549e-02,3.033333333333373960e-03,-1.985833333333326262e-02,-3.739166666666663558e-02,-6.660833333333363027e-02,-4.775833333333351360e-02
3.665833333333321647e-02,-1.200000000000173150e-03,-2.000833333333325650e-02,-3.743333333333330459e-02,-7.068333333333340351e-02,-5.188333333333328135e-02
3.662499999999987987e-02,-1.266666666666832475e-03,-2.430000000000013052e-02,-3.745833333333330184e-02,-7.472499999999981934e-02,-5.596666666666682416e-02
4.075000000000009170e-02,-1.341666666666831154e-03,-2.444166666666679547e-02,-3.749166666666663844e-02,-7.464166666666649519e-02,-6.004999999999992288e-02
4.486666666666652009e-02,6.924999999999813249e-03,-2.460000000000013218e-02,-3.754999999999997229e-02,-6.213333333333299208e-02,-5.171666666666661222e-02
4.482499999999985801e-02,-1.458333333333491910e-03,-2.475000000000013647e-02,-3.761666666666664549e-02,-6.627500000000030589e-02,-4.755833333333351481e-02
4.061666666666675918e-02,-1.525000000000158173e-03,-3.324166666666676651e-02,-4.183333333333306980e-02,-7.455833333333317103e-02,-5.170833333333327980e-02
4.056666666666676468e-02,2.558333333333384640e-03,-3.340833333333343563e-02,-4.188333333333307124e-02,-7.865833333333294153e-02,-5.999999999999991451e-02
4.468333333333319307e-02,2.466666666666714192e-03,-3.359166666666676959e-02,-4.194999999999973750e-02,-8.278333333333358357e-02,-5.995833333333325244e-02
4.464999999999985647e-02,6.541666666666487440e-03,-3.379166666666676144e-02,-4.204166666666640101e-02,-7.442499999999983851e-02,-6.410000000000012910e-02
4.045000000000009005e-02,2.275000000000054756e-03,-2.981666666666656085e-02,-3.793333333333330504e-02,-7.854166666666625995e-02,-5.989166666666658617e-02
4.040000000000008862e-02,2.166666666666712537e-03,-3.417500000000010113e-02,-4.631666666666705429e-02,-8.682500000000001328e-02,-7.231666666666676513e-02
4.868333333333339785e-02,1.872499999999997777e-02,-3.438333333333343234e-02,-4.639166666666705990e-02,-9.094999999999976714e-02,-8.475833333333315789e-02
6.113333333333312997e-02,7.695833333333354509e-02,-5.433333333333314336e-03,-5.480833333333325064e-02,-1.242416666666663061e-01,-1.180250000000001576e-01
1.111000000000000598e-01,1.893500000000000183e-01,1.276833333333333154e-01,-7.166666666669988667e-04,-1.616916666666668445e-01,-1.846249999999999003e-01
8.607500000000015139e-02,2.017250000000002097e-01,2.482750000000002177e-01,1.408416666666662820e-01,-4.917500000000035038e-02,-1.179333333333334871e-01
-4.312500000000005218e-02,6.410000000000003195e-02,2.605249999999999511e-01,3.115666666666663254e-01,2.341833333333337430e-01,1.195916666666667766e-01
-2.348249999999998117e-01,-1.860333333333333006e-01,9.777499999999987590e-02,4.406250000000003220e-01,6.133500000000001728e-01,4.737666666666666138e-01
-5.098583333333335244e-01,-5.028416666666668533e-01,-1.733499999999998376e-01,5.946416666666670681e-01,1.138316666666666199e+00,9.987250000000000849e-01
-7.723916666666665876e-01,-7.696750000000001091e-01,-4.403249999999997999e-01,7.486416666666663167e-01,1.684116666666666262e+00,1.540358333333333274e+00
-9.849249999999998284e-01,-1.024016666666666797e+00,-8.239749999999997909e-01,7.609666666666664581e-01,2.067408333333333292e+00,1.940341666666666853e+00
-1.026608333333333345e+00,-1.220041666666666691e+00,-1.090974999999999584e+00,6.524499999999997524e-01,2.071524999999999839e+00,2.052824999999999900e+00
-8.141166666666668217e-01,-1.166058333333333419e+00,-1.182974999999999888e+00,3.147583333333336397e-01,1.463124999999999787e+00,1.656958333333333311e+00
-4.682916666666665506e-01,-8.495916666666667449e-01,-1.175000000000000266e+00,-2.229666666666668962e-01,5.296999999999996156e-01,9.277333333333331877e-01
-1.683166666666667255e-01,-4.914666666666666628e-01,-9.962083333333331403e-01,-5.231999999999999984e-01,-1.245416666666663286e-01,3.110166666666665525e-01
2.751666666666658517e-02,-2.125249999999998807e-01,-7.132583333333332165e-01,-4.984499999999996711e-01,-3.037833333333334607e-01,2.633333333333420616e-03
9.420000000000011697e-02,-8.774999999999986977e-02,-5.261749999999999483e-01,-4.028833333333331490e-01,-2.872000000000001774e-01,-8.075833333333339026e-02
6.922499999999977283e-02,-4.214999999999980568e-02,-3.849249999999999616e-01,-2.989916666666670442e-01,-2.372916666666670116e-01,-8.915000000000003477e-02
4.424166666666652648e-02,-1.322500000000013248e-02,-2.353500000000000592e-01,-1.909416666666670093e-01,-1.832583333333332176e-01,-9.756666666666666266e-02
4.426666666666652372e-02,-9.291666666666593966e-03,-1.274583333333333401e-01,-1.204083333333332562e-01,-1.500833333333333464e-01,-8.517499999999982030e-02
5.680833333333337037e-02,7.133333333333345683e-03,-5.705833333333337754e-02,-7.905833333333295299e-02,-1.294250000000003176e-01,-8.112500000000005818e-02
7.353333333333331168e-02,2.772500000000015230e-02,-1.999166666666662290e-02,-5.437500000000015932e-02,-1.129500000000003557e-01,-8.542499999999982052e-02
7.359166666666663859e-02,2.751666666666682109e-02,-1.626666666666685968e-02,-5.470833333333349757e-02,-1.131333333333336966e-01,-9.391666666666646790e-02
6.949166666666643788e-02,3.146666666666658035e-02,-1.251666666666664991e-02,-5.503333333333349647e-02,-1.174750000000001349e-01,-1.065666666666666429e-01
7.374166666666664982e-02,3.960833333333321077e-02,-4.600000000000012065e-03,-5.117500000000040072e-02,-1.218499999999999028e-01,-1.067166666666666403e-01
7.382499999999997398e-02,3.939999999999987956e-02,3.333333333333292348e-03,-4.732499999999974921e-02,-1.261999999999996458e-01,-1.027000000000002078e-01
7.390833333333331201e-02,3.505000000000011579e-02,1.129166666666659574e-02,-3.929166666666689123e-02,-1.263499999999996570e-01,-9.866666666666666641e-02
7.399166666666665004e-02,3.905833333333321583e-02,1.510833333333347003e-02,-3.539999999999957070e-02,-1.181750000000001133e-01,-9.463333333333312503e-02
7.406666666666664178e-02,4.309166666666675721e-02,1.478333333333347113e-02,-3.568333333333290058e-02,-1.142000000000003568e-01,-9.475833333333312514e-02
8.247499999999995113e-02,4.714166666666651934e-02,2.282500000000010909e-02,-3.178333333333314276e-02,-1.143666666666670328e-01,-9.072500000000002784e-02
7.839166666666684546e-02,4.290833333333343019e-02,2.258333333333344128e-02,-2.783333333333337656e-02,-1.186416666666667841e-01,-9.917499999999999927e-02
7.430833333333330959e-02,4.288333333333342601e-02,2.656666666666653714e-02,-2.800000000000004569e-02,-1.187416666666668008e-01,-9.508333333333313098e-02
7.439166666666664762e-02,4.289166666666676536e-02,3.060000000000007853e-02,-2.813333333333338168e-02,-1.104999999999997096e-01,-9.098333333333337436e-02
7.445833333333330695e-02,4.709999999999985032e-02,3.051666666666674396e-02,-2.407500000000028367e-02,-1.064166666666666178e-01,-8.687499999999982736e-02
7.866666666666685681e-02,5.135000000000006226e-02,3.465833333333317307e-02,-1.579999999999986970e-02,-9.810833333333376927e-02,-8.689999999999982461e-02
7.869166666666685406e-02,4.729999999999985605e-02,3.459999999999983922e-02,-1.588333333333320427e-02,-1.106499999999997208e-01,-9.112500000000003930e-02
7.039166666666643590e-02,4.326666666666675876e-02,3.033333333333341347e-02,-2.433333333333361631e-02,-1.232083333333332253e-01,-9.120000000000003104e-02
7.038333333333310349e-02,5.170833333333339776e-02,3.860833333333338335e-02,-1.606666666666653823e-02,-1.065583333333332827e-01,-7.869999999999985341e-02
6.617500000000001159e-02,4.761666666666652253e-02,4.272499999999981868e-02,-1.194166666666677395e-02,-8.986666666666667802e-02,-5.781666666666682164e-02
5.774166666666670500e-02,4.348333333333342932e-02,3.847500000000005083e-02,-1.198333333333343950e-02,-8.980000000000001870e-02,-6.608333333333345216e-02
5.762500000000003730e-02,4.761666666666652947e-02,3.840000000000005215e-02,-1.199166666666677192e-02,-8.969166666666669729e-02,-6.598333333333344930e-02
5.751666666666670202e-02,4.757499999999986739e-02,3.415833333333317956e-02,-1.198333333333343777e-02,-1.020750000000001934e-01,-7.835833333333318274e-02
6.159999999999980769e-02,4.754999999999987015e-02,3.827500000000005204e-02,-1.197500000000010535e-02,-1.228083333333332139e-01,-8.240000000000007041e-02
6.571666666666667322e-02,5.175000000000007372e-02,3.825000000000004785e-02,-1.194166666666677049e-02,-1.226749999999998952e-01,-8.225833333333339159e-02
6.983333333333310855e-02,5.179166666666674274e-02,4.659166666666668399e-02,-7.708333333333674403e-03,-1.100083333333330415e-01,-7.791666666666652308e-02
6.563333333333333519e-02,5.599166666666650916e-02,4.659166666666668399e-02,-3.491666666666356708e-03,-7.651666666666649685e-02,-6.525833333333345976e-02
5.729166666666669905e-02,4.768333333333320267e-02,4.238333333333314801e-02,-7.650000000000340555e-03,-6.390833333333299782e-02,-5.683333333333348558e-02
4.896666666666673468e-02,4.353333333333343769e-02,3.815000000000005193e-02,-7.666666666667007121e-03,-7.214166666666674277e-02,-6.511666666666679482e-02
4.897500000000006709e-02,4.354166666666677010e-02,4.224999999999981548e-02,-1.185833333333343592e-02,-8.870000000000001494e-02,-7.340833333333343647e-02
5.314166666666649691e-02,4.771666666666652540e-02,4.218333333333314922e-02,6.083333333334085824e-04,-8.442500000000024984e-02,-7.337500000000009293e-02
5.313333333333316449e-02,5.189166666666673866e-02,4.209166666666648571e-02,-3.591666666666352634e-03,-8.847500000000001197e-02,-6.914999999999989211e-02
5.311666666666649272e-02,5.190000000000007108e-02,4.199999999999981526e-02,-7.783333333333669612e-03,-8.838333333333334152e-02,-7.325000000000009281e-02
4.893333333333339807e-02,5.190833333333339655e-02,4.607500000000001872e-02,-7.816666666667004479e-03,-8.832500000000001461e-02,-7.318333333333343349e-02
5.310833333333316031e-02,6.025833333333337205e-02,4.181666666666648130e-02,-1.619999999999986381e-02,-1.007916666666668626e-01,-8.565833333333315591e-02
5.728333333333336663e-02,6.445833333333313153e-02,4.589166666666668476e-02,-1.208333333333343543e-02,-1.007833333333335163e-01,-8.148333333333339368e-02
5.312499999999983208e-02,6.449166666666647507e-02,4.580833333333335367e-02,-7.958333333333671156e-03,-9.661666666666708647e-02,-8.148333333333339368e-02
4.479999999999986077e-02,6.033333333333337767e-02,4.987500000000022471e-02,3.166666666667428132e-04,-9.661666666666710035e-02,-7.316666666666675478e-02
4.061666666666676612e-02,6.449999999999980749e-02,5.810000000000020010e-02,8.591666666666270338e-03,-8.826666666666668770e-02,-6.482500000000011864e-02
4.476666666666652417e-02,6.866666666666668140e-02,5.380833333333332608e-02,4.358333333333172521e-03,-8.823333333333334416e-02,-7.730833333333318735e-02
4.892500000000006566e-02,7.284166666666688772e-02,5.783333333333352810e-02,8.433333333332933626e-03,-8.820000000000001450e-02,-7.731666666666651977e-02
4.476666666666652417e-02,7.701666666666664995e-02,6.604166666666683172e-02,8.349999999999600797e-03,-9.233333333333310078e-02,-7.314166666666675753e-02
4.895833333333340226e-02,8.122500000000018594e-02,6.593333333333349644e-02,8.258333333332935552e-03,-9.647500000000042153e-02,-8.146666666666672885e-02
5.317499999999983351e-02,8.969166666666683607e-02,7.004166666666659935e-02,3.983333333333172188e-03,-9.234166666666644707e-02,-8.152500000000006963e-02
4.080833333333343249e-02,8.585833333333328654e-02,7.019999999999992912e-02,3.949999999999839057e-03,-8.824166666666667658e-02,-6.921666666666655143e-02
4.091666666666676777e-02,8.208333333333352189e-02,7.475833333333346820e-02,1.666666666666668378e-02,-7.564166666666649608e-02,-6.101666666666658023e-02
3.662499999999989375e-02,9.054166666666682572e-02,7.931666666666657706e-02,2.549166666666709963e-02,-6.262499999999965317e-02,-5.244999999999994805e-02
3.614166666666655814e-02,9.434166666666657375e-02,9.185833333333341677e-02,3.452499999999995850e-02,-5.728333333333322785e-02,-5.571666666666681700e-02
3.931666666666676357e-02,9.755000000000012272e-02,1.080083333333333589e-01,3.964166666666638777e-02,-4.264999999999971592e-02,-3.716666666666687546e-02
3.359166666666655449e-02,9.186666666666659653e-02,1.027083333333331516e-01,4.920000000000013252e-02,-3.526666666666661287e-02,-3.005000000000000726e-02
2.739166666666679323e-02,9.400833333333345754e-02,9.662500000000004419e-02,3.796666666666662776e-02,-3.961666666666702891e-02,-3.878333333333351673e-02
2.522500000000012579e-02,9.991666666666676466e-02,1.025750000000000134e-01,4.333333333333305726e-02,-3.956666666666679155e-02,-3.879166666666661323e-02
1.504166666666682112e-02,1.016666666666665303e-01,1.125666666666668564e-01,6.909166666666674561e-02,-1.530833333333375679e-02,-1.017500000000003471e-02
5.550000000000184126e-03,1.123583333333333795e-01,1.351166666666667737e-01,9.387500000000043032e-02,7.225000000000163583e-03,8.783333333333243759e-03
8.833333333333102076e-04,1.154583333333331491e-01,1.454499999999998572e-01,1.095250000000003721e-01,1.150833333333325936e-02,1.388333333333344882e-02
8.499999999999770760e-04,1.149916666666664783e-01,1.396500000000000796e-01,1.042333333333330531e-01,6.800000000000165287e-03,9.824999999999910194e-03
1.008333333333310969e-03,1.106583333333333863e-01,1.384583333333334054e-01,1.032999999999997254e-01,1.870833333333367723e-02,1.385833333333345505e-02
-3.016666666666896479e-03,1.189583333333333603e-01,1.500916666666664845e-01,1.150999999999998968e-01,3.910833333333338380e-02,3.036666666666672579e-02
-7.091666666666660186e-03,1.189833333333333576e-01,1.662333333333335383e-01,1.354749999999995957e-01,5.132500000000023155e-02,5.105000000000020632e-02
-1.117500000000020040e-02,1.190166666666666873e-01,1.700999999999999734e-01,1.476666666666664463e-01,7.614999999999969016e-02,7.592500000000011739e-02
-2.356666666666660040e-02,1.107416666666667104e-01,1.574333333333335638e-01,1.474499999999997757e-01,9.685833333333361550e-02,8.413333333333342101e-02
-2.760833333333347420e-02,1.066749999999998394e-01,1.489999999999998270e-01,1.472749999999997672e-01,9.255833333333296498e-02,7.982499999999988216e-02
-3.580833333333344193e-02,1.026166666666667449e-01,1.447583333333333777e-01,1.470916666666664541e-01,9.656666666666693932e-02,8.800833333333318853e-02
-4.400833333333341313e-02,9.856666666666652477e-02,1.488666666666664806e-01,1.552500000000001934e-01,1.005416666666667097e-01,1.003333333333333577e-01
-4.801666666666651317e-02,9.036666666666656744e-02,1.488583333333331482e-01,1.551083333333335146e-01,1.045499999999998098e-01,1.043249999999997929e-01
-4.368333333333341423e-02,8.634166666666678869e-02,1.447083333333333832e-01,1.424833333333333507e-01,9.188333333333295605e-02,9.165000000000005087e-02
-4.351666666666674510e-02,8.231666666666659360e-02,1.447416666666667129e-01,1.423666666666666969e-01,8.756666666666652887e-02,9.151666666666671834e-02
-4.336666666666674774e-02,7.827500000000016389e-02,1.405916666666665038e-01,1.422416666666666829e-01,9.157499999999962892e-02,9.552499999999981839e-02
-4.738333333333317327e-02,7.006666666666686027e-02,1.281333333333334323e-01,1.421333333333333615e-01,9.142499999999963156e-02,8.704999999999984972e-02
-4.723333333333317591e-02,6.187500000000022149e-02,1.240416666666665640e-01,1.295666666666664968e-01,9.130833333333296387e-02,9.944166666666669208e-02
-4.707499999999983920e-02,4.953333333333337363e-02,1.074666666666666270e-01,1.253333333333334076e-01,8.704166666666653118e-02,9.102500000000005032e-02
-3.859999999999987053e-02,3.718333333333319335e-02,8.671666666666648371e-02,1.086000000000001270e-01,7.445833333333301551e-02,7.427500000000011871e-02
-2.596666666666680445e-02,2.898333333333322215e-02,7.010833333333320316e-02,7.518333333333358792e-02,3.685000000000004244e-02,4.082499999999979201e-02
-2.582500000000013604e-02,2.078333333333325095e-02,5.767500000000013588e-02,7.094999999999959672e-02,4.089166666666647215e-02,3.652500000000002967e-02
-2.152499999999992614e-02,1.675000000000015365e-02,5.358333333333326759e-02,7.505000000000025540e-02,4.493333333333290186e-02,5.304999999999997218e-02
-2.139166666666659361e-02,8.566666666666847285e-03,4.533333333333329496e-02,6.250000000000006939e-02,3.651666666666671113e-02,4.876666666666687466e-02
-2.124999999999992867e-02,3.916666666668733310e-04,3.293333333333356427e-02,4.578333333333346744e-02,1.562500000000033654e-02,2.782500000000005802e-02
-1.696666666666683115e-02,-3.633333333333321757e-03,1.220000000000008231e-02,2.490000000000042873e-02,-1.099999999999604766e-03,1.521666666666654857e-02
-2.102499999999992569e-02,-1.600833333333349928e-02,-1.271666666666649605e-02,8.174999999999600989e-03,-1.364999999999978036e-02,2.633333333333480464e-03
-1.255833333333328944e-02,-1.585833333333350192e-02,-1.261666666666649665e-02,8.116666666666265406e-03,-2.203333333333352961e-02,-5.783333333333157827e-03
8.333333333311078450e-05,-3.208333333333313053e-03,-8.350000000000067438e-03,3.883333333333171059e-03,-3.044166666666638793e-02,-1.420833333333312853e-02
4.391666666666651370e-03,-3.041666666666650864e-03,-1.660000000000003834e-02,-1.285833333333343681e-02,-4.301666666666656424e-02,-2.263333333333354333e-02
8.691666666666859539e-03,-7.050000000000195000e-03,-2.487500000000000822e-02,-3.378333333333313759e-02,-7.225833333333334108e-02,-3.938333333333348535e-02
8.833333333333526216e-03,-6.900000000000197642e-03,-2.900833333333310143e-02,-3.805833333333290269e-02,-8.073333333333376771e-02,-5.199999999999987965e-02
1.730000000000016247e-02,1.533333333333553039e-03,-2.486666666666667233e-02,-3.404999999999980265e-02,-7.679999999999977123e-02,-4.802500000000012315e-02
2.159166666666659240e-02,1.625000000000223488e-03,-2.493333333333333859e-02,-4.673333333333331424e-02,-9.363333333333304087e-02,-6.069999999999985824e-02
3.005833333333322865e-02,5.883333333333309878e-03,-1.667500000000003701e-02,-3.440833333333313815e-02,-8.955833333333329538e-02,-5.670833333333342996e-02
3.435833333333343509e-02,1.010000000000017828e-02,-1.260833333333316424e-02,-3.459999999999980452e-02,-8.134166666666708956e-02,-5.273333333333322936e-02
3.034166666666656548e-02,1.800000000000218092e-03,-2.520000000000000712e-02,-5.146666666666641077e-02,-9.401666666666638750e-02,-6.962499999999982592e-02
3.049999999999989525e-02,-6.475000000000202816e-03,-3.354999999999997568e-02,-5.579166666666706548e-02,-1.067749999999998978e-01,-8.238333333333333619e-02
2.655000000000013252e-02,-6.366666666666867536e-03,-3.769166666666684540e-02,-5.594166666666706977e-02,-1.154250000000003051e-01,-9.514166666666684646e-02
3.097499999999989498e-02,6.308333333333318582e-03,-1.676666666666670052e-02,-4.359166666666688950e-02,-9.903333333333369515e-02,-8.292499999999999871e-02
4.376666666666673838e-02,1.904166666666681773e-02,4.191666666666780949e-03,-3.539999999999980662e-02,-9.094999999999994755e-02,-7.070833333333315096e-02
5.239166666666671135e-02,2.348333333333325890e-02,8.533333333333208842e-03,-3.969999999999956897e-02,-1.036833333333334606e-01,-8.765000000000021385e-02
4.850833333333317426e-02,1.960833333333350526e-02,-3.766666666666525914e-03,-4.812499999999998723e-02,-1.080083333333332202e-01,-9.205833333333331148e-02
4.459166666666674467e-02,1.569999999999996398e-02,-7.758333333333400014e-03,-5.239999999999975233e-02,-1.206583333333333952e-01,-9.648333333333351802e-02
4.065833333333319921e-02,1.594999999999996421e-02,-3.441666666666527014e-03,-4.001666666666624239e-02,-1.124999999999996558e-01,-8.841666666666687935e-02
4.502500000000007885e-02,2.450833333333325703e-02,5.041666666666777541e-03,-2.764166666666695304e-02,-1.001583333333336961e-01,-8.032499999999979934e-02
4.519166666666674104e-02,2.056666666666681631e-02,1.024999999999900990e-03,-3.607499999999980861e-02,-1.169833333333336334e-01,-9.721666666666685386e-02
4.116666666666653901e-02,1.662499999999994538e-02,1.191666666666568383e-03,-4.029999999999957228e-02,-1.171166666666669659e-01,-1.015666666666666107e-01
4.129999999999987154e-02,2.103333333333348709e-02,5.550000000000108666e-03,-3.617499999999980453e-02,-9.220833333333328108e-02,-6.838333333333340702e-02
3.723333333333344458e-02,1.292500000000018634e-02,1.574999999999901132e-03,-2.786666666666694908e-02,-7.562499999999999778e-02,-6.017500000000009647e-02
3.733333333333344051e-02,1.733333333333328397e-02,1.783333333333235807e-03,-2.787500000000028497e-02,-6.318333333333316093e-02,-6.446666666666653334e-02
3.325833333333323011e-02,1.756666666666661936e-02,1.999999999999902897e-03,-2.786666666666694908e-02,-7.155833333333357082e-02,-7.707500000000004625e-02
2.502499999999992925e-02,1.364166666666685734e-02,6.416666666666777027e-03,-2.367499999999963037e-02,-6.740833333333293154e-02,-6.464999999999986036e-02
2.095833333333349535e-02,1.389166666666685757e-02,-1.658333333333192328e-03,-2.782500000000028353e-02,-7.575833333333334418e-02,-6.888333333333340747e-02
2.105833333333349822e-02,9.974999999999983880e-03,-5.558333333333399448e-03,-3.195833333333338022e-02,-7.994166666666643883e-02,-6.895000000000006679e-02
2.115000000000016520e-02,6.050000000000221867e-03,-9.449999999999830064e-03,-3.191666666666671121e-02,-7.993333333333310642e-02,-7.314999999999982627e-02
2.540833333333326199e-02,1.464166666666686517e-02,1.165833333333320468e-02,-1.936666666666653908e-02,-6.323333333333316930e-02,-6.486666666666651704e-02
2.549166666666659309e-02,1.074166666666665632e-02,1.194999999999987218e-02,-1.930833333333320523e-02,-5.489166666666697725e-02,-5.659166666666655410e-02
2.141666666666683025e-02,6.866666666666888796e-03,3.933333333333234941e-03,-2.756666666666695437e-02,-6.738333333333293429e-02,-6.915000000000007252e-02
1.733333333333329090e-02,7.158333333333551096e-03,4.258333333333234709e-03,-1.914166666666653957e-02,-6.735833333333293704e-02,-7.334999999999983200e-02
2.157500000000016349e-02,1.579166666666685648e-02,1.293333333333320651e-02,-1.485000000000010964e-02,-5.897500000000006903e-02,-5.666666666666655972e-02
2.165833333333349459e-02,1.611666666666685538e-02,1.329166666666654201e-02,-1.474166666666677436e-02,-5.477500000000030261e-02,-5.664999999999989488e-02
2.592499999999992727e-02,1.645833333333351911e-02,9.500000000000112521e-03,-1.878333333333320407e-02,-5.890833333333339583e-02,-6.083333333333343362e-02
2.600833333333325836e-02,2.094999999999995477e-02,1.823333333333341383e-02,-1.863333333333320324e-02,-6.717499999999959615e-02,-6.080833333333342944e-02
2.603333333333325908e-02,1.697500000000019826e-02,1.022500000000011074e-02,-2.680833333333362128e-02,-8.785833333333351036e-02,-6.489166666666652816e-02
2.595833333333326040e-02,1.694166666666686166e-02,1.958333333333473272e-03,-3.507499999999981466e-02,-8.764166666666685368e-02,-7.301666666666650762e-02
2.174166666666682568e-02,1.686666666666685604e-02,-2.391666666666731125e-03,-3.525833333333314168e-02,-6.677499999999959857e-02,-7.706666666666671384e-02
1.777499999999995403e-02,4.550000000000012368e-03,-6.724999999999827470e-03,-3.574166666666647729e-02,-5.890000000000006342e-02,-7.734166666666671131e-02
2.252500000000016295e-02,1.354999999999997873e-02,6.016666666666570414e-03,-3.225000000000004946e-02,-6.002500000000006442e-02,-6.571666666666653445e-02
2.365000000000016395e-02,1.479999999999997984e-02,6.824999999999902325e-03,-2.486666666666630110e-02,-4.962499999999989142e-02,-5.916666666666655500e-02
2.531666666666683094e-02,1.654999999999998139e-02,8.191666666666569396e-03,-2.614999999999963187e-02,-4.455000000000036708e-02,-5.368333333333324964e-02
2.324999999999995820e-02,1.460000000000021003e-02,1.958333333333267274e-03,-3.585000000000004849e-02,-5.694999999999988960e-02,-6.155833333333345786e-02
2.128333333333352548e-02,1.723333333333354478e-02,-3.766666666666702423e-03,-3.707500000000005236e-02,-6.532499999999966112e-02,-7.395833333333343140e-02
2.725833333333329070e-02,1.981666666666687809e-02,-1.033333333333369582e-03,-3.352500000000029068e-02,-6.849166666666632597e-02,-7.736666666666676406e-02
2.420833333333352599e-02,1.760833333333334388e-02,5.858333333333505186e-03,-4.141666666666647678e-02,-7.817500000000007776e-02,-7.106666666666679177e-02
3.303333333333349775e-02,2.716666666666665148e-02,8.283333333333505258e-03,-4.025833333333314612e-02,-7.395000000000032103e-02,-7.186666666666680081e-02
2.893333333333329357e-02,1.532499999999980406e-02,-2.341666666666674182e-03,-4.740833333333356603e-02,-7.756666666666672816e-02,-8.027500000000009628e-02
2.878333333333329275e-02,1.569999999999980439e-02,-5.066666666666436517e-03,-5.057499999999999496e-02,-8.946666666666691636e-02,-1.009333333333331389e-01
2.864166666666662434e-02,2.011666666666667852e-02,2.333333333333267173e-04,-4.979166666666665075e-02,-9.309166666666668366e-02,-1.006833333333331387e-01
2.855833333333328977e-02,2.028333333333334765e-02,1.016666666666658780e-03,-4.508333333333355841e-02,-8.851666666666690997e-02,-9.627500000000004110e-02
2.848333333333328762e-02,1.629166666666647528e-02,-2.616666666666433994e-03,-5.720833333333373572e-02,-1.090666666666666174e-01,-1.085666666666668806e-01
3.257500000000015938e-02,2.060000000000001413e-02,-6.416666666666639984e-03,-6.527499999999993030e-02,-1.254999999999998894e-01,-1.208833333333332871e-01
3.245833333333349169e-02,2.067500000000001281e-02,-6.141666666666642516e-03,-6.088333333333349751e-02,-1.376916666666667122e-01,-1.248083333333334932e-01
3.649166666666658898e-02,2.487500000000021638e-02,-1.758333333333101517e-03,-6.481666666666659193e-02,-1.248499999999998777e-01,-1.245500000000001606e-01
3.215833333333349697e-02,2.071666666666666795e-02,2.558333333333329129e-03,-5.212499999999974792e-02,-9.538333333333309794e-02,-1.118083333333333151e-01
2.784166666666661877e-02,2.073333333333334666e-02,1.099999999999996467e-02,-4.361666666666689368e-02,-7.009166666666696854e-02,-9.075833333333316322e-02
1.934999999999998527e-02,1.657499999999980517e-02,1.939999999999993813e-02,-3.511666666666647674e-02,-7.392500000000006011e-02,-8.219999999999985651e-02
1.918333333333331614e-02,1.237500000000003875e-02,1.527500000000017386e-02,-3.914166666666624161e-02,-9.026666666666666172e-02,-9.029999999999982485e-02
2.318333333333352092e-02,2.065833333333334104e-02,3.195833333333344961e-02,-3.069166666666671775e-02,-7.332500000000005680e-02,-8.590000000000005964e-02
3.136666666666682035e-02,3.312500000000018902e-02,5.279166666666648688e-02,-5.583333333333030668e-03,-4.807499999999970824e-02,-6.067500000000015242e-02
3.121666666666682299e-02,4.142500000000015614e-02,6.942500000000020877e-02,2.849999999999828365e-03,-4.784999999999970527e-02,-4.799999999999997324e-02
3.107500000000015458e-02,5.388333333333322761e-02,8.603333333333347543e-02,1.541666666666667573e-02,-4.350833333333328085e-02,-4.369166666666687848e-02
3.095833333333348689e-02,5.384999999999989101e-02,9.015833333333324318e-02,1.963333333333310698e-02,-3.918333333333351431e-02,-6.854166666666679231e-02
2.250833333333351893e-02,6.631666666666674592e-02,9.844999999999988483e-02,2.385000000000042641e-02,-3.900000000000018036e-02,-6.836666666666679770e-02
9.900000000000012956e-03,7.044166666666648591e-02,9.006666666666657273e-02,1.140833333333358263e-02,-7.212500000000006406e-02,-8.069166666666652277e-02
